1.382, 0.035
1.401, 0.039
1.418, 0.044
1.436, 0.048
1.454, 0.053
1.475, 0.059
1.499, 0.066
1.515, 0.071
1.536, 0.076
1.557, 0.082
1.578, 0.088
1.602, 0.096
1.619, 0.101
1.641, 0.108
1.66, 0.114
1.683, 0.122
1.714, 0.132
1.734, 0.139
1.754, 0.145
1.774, 0.152
1.797, 0.159
1.826, 0.169
1.846, 0.176
1.866, 0.183
1.889, 0.191
1.913, 0.2
1.929, 0.206
1.943, 0.211
1.962, 0.219
1.971, 0.225
1.988, 0.233
2.006, 0.241
2.02, 0.247
2.038, 0.252
2.06, 0.259
2.079, 0.266
2.098, 0.273
2.117, 0.28
2.137, 0.289
2.15, 0.293
2.171, 0.3
2.192, 0.308
2.216, 0.315
2.238, 0.323
2.268, 0.333
2.294, 0.341
2.318, 0.348
2.345, 0.356
2.378, 0.365
2.411, 0.373
2.446, 0.381
2.49, 0.387
2.546, 0.393
2.619, 0.398
2.696, 0.401
2.761, 0.398
2.83, 0.392
2.902, 0.385
2.965, 0.377
2.997, 0.37
3.023, 0.367
3.064, 0.36
3.106, 0.352
3.148, 0.345
3.185, 0.335
3.192, 0.329
3.223, 0.323
3.253, 0.312
3.284, 0.302
3.316, 0.29
3.349, 0.278
3.382, 0.267
3.415, 0.256
3.441, 0.245
3.45, 0.239
3.485, 0.234
3.503, 0.225
3.521, 0.217
3.539, 0.209
3.563, 0.2
3.585, 0.19
3.594, 0.182
3.613, 0.176
3.618, 0.17
3.623, 0.163
3.642, 0.154
3.652, 0.143
3.672, 0.135
3.677, 0.13
3.687, 0.119
3.701, 0.108
3.721, 0.099
3.732, 0.09
3.752, 0.08
3.773, 0.068
3.794, 0.055
3.815, 0.046
3.836, 0.037
3.875, 0.026
11.3, 0.0
